Year;DOY;millisecs;B;Bx;By;Bz;Btheta;Bphi;Vx;Vy;Vz;Np
2005;164;20587298;11.53;-2.44;10.45;-4.18;-21.30;103.16;-470.8;23.3;-8.6;8.3
2005;164;20679998;11.71;-2.39;10.79;-3.78;-18.90;102.50;-467.6;27.9;-16.2;5.6
2005;164;20777255;11.66;-2.45;10.73;-3.84;-19.24;102.88;-469.3;29.7;0.8;6.1
2005;164;20874511;11.62;-2.53;10.69;-3.76;-18.87;103.31;-470.2;29.3;2.3;6.1
2005;164;20971769;11.55;-2.13;10.76;-3.63;-18.31;101.18;-470.7;28.6;4.2;6.1
2005;164;21071371;11.55;-2.46;10.65;-3.72;-18.82;103.02;-472.9;29.8;3.8;5.9
2005;164;21169322;11.53;-2.44;10.70;-3.49;-17.65;102.83;-470.9;29.2;4.1;6.4
2005;164;21267417;11.44;-2.73;10.46;-3.69;-18.84;104.63;-473.1;28.8;3.8;6.6
2005;164;21363837;11.35;-2.51;10.55;-3.29;-16.89;103.37;-474.2;23.8;0.2;7.5
2005;164;21473251;11.36;-3.12;10.11;-4.10;-21.21;107.13;-472.8;29.5;0.4;7.1
2005;164;21558492;11.34;-2.28;10.63;-3.15;-16.18;102.10;-477.1;25.0;-6.6;5.8
2005;164;21657269;11.19;-2.27;10.32;-3.65;-19.07;102.43;-479.4;20.7;-7.2;8.1
2005;164;21754525;11.01;-2.11;10.19;-3.60;-19.08;101.72;-477.7;22.9;-0.8;9.5
2005;164;21850123;11.13;-2.47;9.99;-4.17;-22.04;103.90;-475.0;25.3;-5.8;7.0
2005;164;21951244;10.95;-2.82;9.48;-4.64;-25.11;106.56;-474.1;26.4;1.5;11.1
2005;164;22045458;10.91;-2.89;8.94;-5.53;-30.45;107.92;-473.8;28.5;4.9;9.2
2005;164;22141894;10.81;-2.80;9.54;-4.21;-22.97;106.34;-473.9;25.9;-3.8;12.7
2005;164;22239972;10.74;-2.55;9.44;-4.37;-24.09;105.13;-475.9;25.7;1.5;12.2
2005;164;22336408;10.67;-2.49;9.56;-4.00;-22.04;104.59;-472.1;23.3;-0.9;11.3
2005;164;22447484;10.84;-2.29;9.99;-3.52;-18.94;102.93;-477.6;56.0;16.5;9.3
2005;164;22530923;10.75;-2.28;9.97;-3.31;-17.92;102.87;-474.7;20.8;-4.9;10.4
2005;164;22628179;10.79;-2.52;9.93;-3.38;-18.28;104.22;-475.4;22.8;-2.7;10.5
2005;164;22724408;10.47;-2.49;9.62;-3.30;-18.39;104.53;-472.3;44.7;0.9;12.5
2005;164;22822693;10.59;-2.66;9.85;-2.79;-15.29;105.09;-473.7;21.4;-0.3;10.3
2005;164;22919951;10.55;-2.57;9.45;-3.87;-21.59;105.19;-473.9;23.2;-0.9;9.6
2005;164;23018046;10.72;-2.59;9.49;-4.26;-23.41;105.25;-472.5;22.4;-4.8;8.8
2005;164;23115304;10.44;-2.75;9.42;-3.52;-19.74;106.28;-473.1;26.2;-3.7;10.4
2005;164;23211722;10.30;-3.07;8.85;-4.26;-24.47;109.13;-475.6;26.4;-2.0;11.0
2005;164;23309818;10.33;-3.13;8.74;-4.51;-25.93;109.70;-476.7;25.0;-5.3;10.7
2005;164;23419230;10.25;-2.95;8.75;-4.44;-25.65;108.63;-477.5;26.2;-0.7;10.8
2005;164;23503494;10.36;-2.93;8.80;-4.61;-26.42;108.45;-475.8;24.9;-0.5;9.4
2005;164;23600751;10.37;-2.67;8.93;-4.55;-26.04;106.68;-473.3;25.1;-2.4;9.5
2005;164;23698007;10.30;-2.76;8.73;-4.69;-27.11;107.52;-473.4;25.7;-0.6;9.7
2005;164;23795265;10.26;-2.61;8.70;-4.77;-27.69;106.71;-470.6;26.2;0.5;10.1
2005;164;23892521;10.42;-2.38;9.32;-4.00;-22.59;104.33;-469.8;27.0;3.1;9.2
2005;164;23989779;10.43;-2.69;9.11;-4.29;-24.29;106.47;-471.8;26.1;3.9;9.0
2005;164;24083996;10.46;-2.88;8.97;-4.55;-25.76;107.83;-471.7;25.8;1.4;9.1
2005;164;24181255;10.26;-2.74;9.03;-4.02;-23.05;106.87;-471.2;27.0;1.2;10.2
2005;164;24280031;10.27;-2.97;8.92;-4.13;-23.69;108.41;-471.8;26.0;0.1;10.3
2005;164;24387927;10.22;-2.67;8.93;-4.18;-24.14;106.66;-470.2;27.1;1.9;10.5
2005;164;24476064;10.24;-2.84;9.10;-3.74;-21.44;107.32;-471.6;29.0;0.9;10.0
2005;164;24573322;10.22;-2.78;8.91;-4.15;-23.99;107.32;-473.1;31.0;-0.5;9.8
2005;164;24670578;10.26;-2.70;8.79;-4.54;-26.29;107.06;-473.5;32.8;-0.8;9.6
2005;164;24767837;10.43;-2.79;8.56;-5.24;-30.17;108.06;-472.7;31.7;-5.8;8.1
2005;164;24865093;10.32;-3.09;8.74;-4.52;-25.99;109.48;-473.4;31.7;0.5;8.5
2005;164;24962351;10.18;-2.95;8.51;-4.72;-27.67;109.13;-473.6;29.7;1.6;10.1
2005;164;25059607;10.14;-2.96;8.25;-5.09;-30.16;109.71;-475.5;32.6;0.2;9.7
2005;164;25158384;10.28;-2.84;8.50;-5.02;-29.24;108.46;-474.2;32.6;-3.8;8.8
2005;164;25254121;10.25;-2.86;8.67;-4.66;-27.02;108.22;-474.6;32.2;0.0;8.9
2005;164;25643150;10.38;-2.86;8.82;-4.65;-26.62;107.99;-472.3;28.9;0.6;7.9
2005;164;25740408;10.42;-2.73;8.72;-4.99;-28.64;107.36;-471.4;31.3;3.5;6.7
2005;164;25837664;10.40;-2.90;8.76;-4.77;-27.32;108.34;-469.8;29.0;9.8;8.2
2005;164;25934921;10.45;-3.16;8.99;-4.26;-24.10;109.38;-470.4;31.2;8.1;7.9
2005;164;26032179;10.41;-3.12;9.09;-3.95;-22.35;108.92;-467.7;29.9;13.6;7.6
2005;164;26129435;10.45;-2.92;8.55;-5.24;-30.11;108.84;-471.6;30.1;7.7;7.9
2005;164;26226693;10.59;-2.82;8.41;-5.77;-33.03;108.52;-472.2;27.5;6.0;7.4
2005;164;26336109;10.48;-2.85;8.20;-5.87;-34.05;109.19;-470.9;29.1;3.5;7.8
2005;164;26419689;10.64;-2.84;8.30;-6.02;-34.48;108.88;-468.5;33.1;1.9;6.9
2005;164;26518464;10.57;-2.76;8.43;-5.74;-32.90;108.12;-469.6;32.3;0.3;7.7
2005;164;26615722;10.61;-2.69;8.61;-5.58;-31.73;107.32;-470.0;36.7;3.9;7.0
2005;164;26713802;10.68;-2.66;8.48;-5.92;-33.67;107.39;-470.5;53.4;17.0;6.5
2005;164;26810236;10.65;-2.55;8.35;-6.09;-34.90;107.00;-469.6;31.6;6.6;7.0
2005;164;26907492;10.47;-2.52;8.76;-5.14;-29.41;106.05;-468.6;29.7;6.7;8.1
2005;164;27004751;10.45;-2.35;8.62;-5.42;-31.23;105.26;-468.2;29.1;5.6;8.3
2005;164;27101312;10.46;-2.32;8.48;-5.67;-32.82;105.29;-467.6;29.7;3.8;8.0
2005;164;27197746;10.42;-2.52;8.35;-5.69;-33.15;106.77;-468.5;28.8;2.6;8.0
2005;164;27308679;10.33;-2.50;8.26;-5.68;-33.35;106.85;-469.1;30.9;6.5;9.8
2005;164;27393779;10.27;-2.41;8.07;-5.87;-34.87;106.65;-469.1;29.8;5.7;10.1
2005;164;27487996;10.25;-2.34;7.98;-5.99;-35.77;106.35;-468.8;28.6;6.1;10.0
2005;164;27585253;10.24;-2.29;8.19;-5.70;-33.81;105.59;-468.2;29.0;5.7;10.8
2005;164;27682511;10.20;-2.25;8.18;-5.66;-33.74;105.40;-469.2;30.0;7.5;11.1
2005;164;27779070;10.17;-2.14;8.10;-5.75;-34.48;104.81;-469.1;32.0;6.0;11.3
2005;164;27880064;10.12;-1.99;8.05;-5.79;-34.92;103.85;-469.6;31.5;9.5;12.0
2005;164;27977322;10.21;-1.91;8.17;-5.82;-34.74;103.13;-471.0;31.7;8.9;11.4
2005;164;28074578;10.13;-1.73;8.06;-5.87;-35.45;102.09;-470.0;31.9;11.0;11.9
2005;164;28171140;10.08;-1.81;7.99;-5.88;-35.67;102.74;-469.6;34.0;7.7;11.9
2005;164;28281251;10.02;-1.63;7.85;-6.01;-36.84;101.73;-468.6;28.2;5.2;14.1
2005;164;28372427;10.34;-1.74;8.24;-6.00;-35.48;101.92;-469.1;26.1;1.5;10.5
2005;164;28463607;10.55;-1.71;8.21;-6.39;-37.32;101.75;-470.4;27.6;1.4;9.6
2005;164;28560865;10.45;-1.77;7.96;-6.53;-38.67;102.50;-469.4;30.6;5.2;11.1
2005;164;28658121;10.68;-1.79;8.21;-6.58;-38.07;102.30;-469.6;32.3;5.8;9.8
2005;164;28755378;10.66;-1.70;8.47;-6.24;-35.85;101.36;-471.5;28.6;3.2;9.6
2005;164;28852636;10.60;-1.17;8.07;-6.75;-39.63;98.26;-470.0;29.1;-0.2;10.7
2005;164;28948373;10.53;-1.68;8.02;-6.61;-38.88;101.85;-467.1;27.8;2.5;10.9
2005;164;29045630;10.46;-1.95;7.59;-6.92;-41.44;104.40;-466.2;30.1;1.8;10.8
2005;164;29142888;10.60;-2.27;7.10;-7.53;-45.32;107.72;-467.6;34.1;1.4;10.7
2005;164;29254658;10.71;-2.28;7.72;-7.05;-41.22;106.50;-467.2;28.2;-1.6;10.0
2005;164;29337402;10.53;-2.20;7.05;-7.50;-45.45;107.32;-469.1;36.5;0.4;10.4
2005;164;29434660;10.64;-2.45;7.19;-7.45;-44.44;108.84;-467.6;32.3;1.5;9.7
2005;164;29533435;10.70;-1.90;6.61;-8.17;-49.90;106.07;-469.6;34.4;3.4;9.6
2005;164;29629173;10.44;-2.23;6.87;-7.51;-46.12;107.96;-465.4;34.0;-0.0;10.3
2005;164;29728787;10.62;-2.01;7.73;-6.60;-39.57;104.60;-471.9;33.6;8.3;9.6
2005;164;29825208;10.96;-2.74;9.67;-4.28;-23.08;105.79;-471.2;35.3;3.6;5.5
2005;164;29920945;10.81;-2.56;9.38;-4.62;-25.41;105.24;-467.2;41.2;11.5;7.0
2005;164;30018203;11.00;-2.76;9.49;-4.69;-25.40;106.20;-463.9;28.4;-5.0;4.5
2005;164;30115458;10.74;-2.23;10.15;-2.65;-14.29;102.41;-467.0;20.7;-27.9;7.7
2005;164;30226394;10.72;-2.65;9.89;-3.18;-17.27;105.01;-464.4;26.3;-12.1;8.4
2005;164;30308488;10.80;-3.06;9.73;-3.52;-19.05;107.45;-463.4;27.7;0.1;6.6
2005;164;30407230;10.82;-3.08;9.77;-3.48;-18.79;107.49;-460.2;27.8;-10.7;6.7
2005;164;30504488;10.80;-3.17;9.82;-3.18;-17.12;107.90;-461.2;29.0;-6.4;6.5
2005;164;30600226;10.81;-3.22;9.78;-3.27;-17.64;108.25;-459.3;30.2;-4.4;6.2
2005;164;30699001;10.78;-3.19;9.65;-3.57;-19.34;108.31;-456.4;32.4;-0.6;6.3
2005;164;30796259;10.74;-3.32;9.39;-4.01;-21.94;109.48;-456.8;35.7;2.3;6.4
2005;164;30891996;10.71;-2.84;9.40;-4.25;-23.39;106.79;-459.4;34.5;5.7;6.4
2005;164;30987734;10.66;-2.65;9.36;-4.35;-24.09;105.79;-461.9;33.0;4.9;6.6
2005;164;31084992;10.60;-2.61;9.41;-4.10;-22.77;105.51;-463.0;35.2;7.3;7.2
2005;164;31195925;10.51;-2.71;9.38;-3.87;-21.63;106.14;-465.8;30.8;4.8;8.0
2005;164;31282544;10.57;-2.68;9.51;-3.72;-20.64;105.74;-465.0;31.7;2.9;7.3
2005;164;31379802;10.63;-2.67;9.47;-4.00;-22.10;105.75;-464.5;34.7;7.7;6.1
2005;164;31477058;10.55;-2.60;9.53;-3.68;-20.45;105.27;-465.3;34.2;2.7;7.3
2005;164;31572796;10.57;-2.62;9.57;-3.65;-20.20;105.29;-465.9;34.2;1.0;6.9
2005;164;31672398;10.60;-2.67;9.60;-3.63;-20.04;105.54;-467.4;36.2;3.5;5.9
2005;164;31770349;10.54;-2.65;9.51;-3.68;-20.44;105.59;-468.3;34.8;4.1;6.2
2005;164;31867607;10.52;-2.72;9.48;-3.66;-20.35;106.00;-471.9;31.7;15.6;6.2
2005;164;31964865;10.44;-2.89;9.37;-3.56;-19.97;107.15;-467.9;35.0;5.8;6.1
2005;164;32062121;10.29;-2.70;9.17;-3.79;-21.65;106.40;-469.1;35.9;-3.8;6.6
2005;164;32171537;10.29;-2.42;8.89;-4.57;-26.40;105.23;-467.7;35.2;1.7;6.9
2005;164;32256636;10.23;-2.56;9.28;-3.29;-18.87;105.40;-468.8;34.5;2.0;5.7
2005;164;32352373;10.18;-2.65;9.20;-3.39;-19.48;106.06;-466.6;30.4;1.9;5.7
2005;164;32451150;10.00;-1.60;7.88;-5.84;-36.01;101.47;-470.6;40.5;7.4;5.3
2005;164;32547710;10.06;-1.56;7.59;-6.41;-39.62;101.59;-472.6;42.8;7.6;2.7
2005;164;32643533;10.27;-1.67;8.54;-5.36;-31.62;101.05;-464.0;58.5;-10.6;2.7
2005;164;32742921;10.37;-1.61;8.71;-5.37;-31.23;100.46;-473.8;33.8;-1.4;1.4
2005;164;32840002;10.29;-1.32;8.40;-5.77;-34.17;98.91;-464.2;104.2;4.2;1.5
2005;164;32936057;10.24;-2.00;8.78;-4.85;-28.31;102.86;-472.0;46.1;-11.5;1.5
2005;164;33032557;10.24;-2.27;8.78;-4.73;-27.56;104.52;-469.9;14.3;-12.6;3.1
2005;164;33141242;10.31;-3.19;9.26;-3.15;-17.83;109.00;-453.9;36.3;-16.9;2.2
2005;164;33235285;10.33;-2.06;8.76;-4.95;-28.79;103.23;-473.8;52.8;-6.1;1.4
2005;164;33323425;10.49;-2.99;9.47;-3.32;-18.48;107.51;-464.4;46.5;-19.4;1.5
2005;164;33420682;10.46;-3.17;9.21;-3.82;-21.41;109.00;-462.6;26.3;2.5;1.4
2005;164;33519601;10.45;-3.11;9.35;-3.43;-19.21;108.40;-460.8;36.8;-16.1;1.4
2005;164;33619140;10.37;-2.17;9.24;-4.15;-23.64;103.20;-470.2;29.5;-14.1;2.8
2005;164;33713359;10.29;-2.91;9.18;-3.61;-20.57;107.59;-461.1;45.0;-16.2;2.8
2005;164;33811371;10.32;-2.96;9.09;-3.88;-22.09;108.04;-461.7;36.2;-15.5;1.4
2005;164;33911667;10.37;-2.80;8.98;-4.35;-24.81;107.30;-469.1;45.7;-13.1;1.4
2005;164;34002847;10.46;-2.54;9.22;-4.24;-23.91;105.40;-462.5;36.3;-11.5;1.3
2005;164;34114546;10.47;-2.68;9.20;-4.23;-23.82;106.22;-462.6;38.8;-12.7;2.0
2005;164;34203437;10.43;-2.46;9.06;-4.51;-25.68;105.21;-463.4;35.8;-6.7;1.5
2005;164;34295996;10.34;-2.46;8.90;-4.64;-26.70;105.48;-458.9;29.6;-10.8;1.3
2005;164;34393253;10.39;-2.12;8.96;-4.81;-27.58;103.34;-464.1;32.7;-5.0;1.4
2005;164;34487472;10.40;-2.00;8.86;-5.07;-29.15;102.69;-462.9;26.0;-4.7;1.3
2005;164;34589289;10.41;-2.16;8.88;-4.99;-28.66;103.66;-465.9;28.6;5.1;1.2
2005;164;34689722;10.40;-2.10;8.88;-4.99;-28.66;103.31;-471.5;17.8;4.5;1.3
2005;164;34786156;10.36;-1.72;8.76;-5.24;-30.43;101.11;-472.9;43.0;-8.2;1.4
2005;164;34879679;10.37;-1.61;8.81;-5.23;-30.28;100.34;-466.2;20.1;-10.7;1.3
2005;164;34978457;10.34;-1.32;8.72;-5.39;-31.42;98.59;-468.6;20.6;-1.2;1.4
2005;164;35087941;10.18;-1.61;8.52;-5.33;-31.58;100.68;-468.0;37.5;-6.8;3.3
2005;164;35178910;10.07;-1.44;8.39;-5.37;-32.25;99.74;-466.4;44.3;-7.3;1.9
2005;164;35268707;10.07;-1.11;8.38;-5.48;-32.93;97.56;-469.9;41.4;-18.6;1.6
2005;164;35367484;10.07;-0.98;8.32;-5.58;-33.68;96.69;-471.9;41.9;-13.5;1.6
2005;164;35464742;10.07;-1.14;8.22;-5.69;-34.45;97.90;-471.2;43.7;-13.7;1.5
2005;164;35564898;10.05;-0.95;7.85;-6.18;-38.00;96.92;-473.4;36.7;3.9;1.7
2005;164;35660636;10.04;-1.11;8.22;-5.64;-34.23;97.69;-473.9;32.6;-4.8;1.5
2005;164;35759414;9.98;-0.07;7.70;-6.33;-39.42;90.51;-482.6;51.6;-4.8;1.7
2005;164;35853628;9.92;-0.01;7.68;-6.27;-39.26;90.06;-481.8;49.3;-4.4;1.8
2005;164;35954066;9.86;0.27;7.61;-6.25;-39.36;87.98;-485.1;47.5;-6.4;1.7
2005;164;36063480;9.88;0.53;7.59;-6.31;-39.69;86.02;-493.8;27.2;27.6;1.5
2005;164;36149960;9.89;0.21;7.73;-6.17;-38.62;88.41;-484.0;38.5;-5.2;1.6
2005;164;36244179;9.88;0.05;7.75;-6.11;-38.24;89.60;-483.1;36.7;6.0;1.7
2005;164;36342957;9.87;0.30;7.77;-6.07;-37.99;87.79;-480.7;34.4;9.6;1.6
2005;164;36438691;10.03;-0.05;8.10;-5.90;-36.08;90.34;-475.4;24.9;-2.9;1.5
2005;164;36537609;9.98;-0.66;8.12;-5.74;-35.19;94.67;-481.1;27.2;11.0;1.5
2005;164;36631828;9.96;-1.14;8.44;-5.15;-31.14;97.66;-472.3;20.1;-2.0;1.5
2005;164;36728945;9.95;-1.50;8.69;-4.60;-27.55;99.82;-462.2;26.5;-4.4;1.6
2005;164;36824683;9.91;-1.44;8.67;-4.55;-27.35;99.44;-460.8;26.8;-6.9;1.6
2005;164;36926499;9.87;-1.43;8.76;-4.32;-25.95;99.28;-463.9;24.9;-6.5;1.7
2005;164;37032261;9.81;-1.69;8.35;-4.85;-29.67;101.47;-458.6;37.8;-19.7;2.3
2005;164;37121152;9.85;-2.01;8.17;-5.09;-31.17;103.81;-460.9;35.8;-14.8;1.5
2005;164;37214617;9.72;-2.13;8.33;-4.52;-27.71;104.31;-454.9;24.7;-19.4;2.7
2005;164;37312628;9.78;-1.63;8.56;-4.43;-26.95;100.80;-459.2;35.7;-18.1;1.5
2005;164;37409886;9.86;-1.60;8.60;-4.55;-27.48;100.53;-457.6;12.6;-2.6;1.6
2005;164;37508660;9.92;-1.23;8.61;-4.76;-28.68;98.11;-460.6;11.0;1.1;1.6
2005;164;37604398;9.83;-1.05;8.44;-4.92;-30.03;97.12;-459.1;18.4;6.2;1.9
2005;164;37698476;9.81;-1.67;8.45;-4.70;-28.60;101.20;-454.7;20.9;0.5;1.5
2005;164;37795874;9.74;-1.63;8.59;-4.27;-26.00;100.72;-455.2;18.7;-6.0;1.8
2005;164;37893132;9.64;-1.23;8.80;-3.71;-22.67;97.94;-461.3;29.7;-12.8;2.1
2005;164;38001027;9.78;-2.10;8.12;-4.98;-30.70;104.50;-454.6;35.5;-10.1;1.4
2005;164;38093582;9.86;-1.85;8.50;-4.64;-28.06;102.26;-454.8;22.6;-0.1;1.4
2005;164;38190839;9.85;-1.28;8.64;-4.54;-27.45;98.42;-465.9;24.7;0.9;1.4
2005;164;38285199;9.76;-1.46;8.44;-4.68;-28.62;99.81;-468.3;18.2;-4.7;1.4
2005;164;38382457;9.74;-1.66;8.42;-4.59;-28.14;101.18;-467.6;19.2;-3.4;1.4
2005;164;38479714;9.66;-1.26;8.48;-4.43;-27.32;98.44;-467.3;18.1;-5.0;1.3
2005;164;38576148;9.54;-2.46;7.74;-4.99;-31.55;107.60;-446.5;29.1;-9.7;2.4
2005;164;38680164;9.47;-2.77;7.46;-5.09;-32.63;110.41;-452.0;52.7;-0.8;1.5
2005;164;38777562;9.45;-2.28;7.73;-4.92;-31.39;106.43;-459.4;33.4;-15.2;1.8
2005;164;38868601;9.46;-2.43;7.81;-4.73;-30.04;107.28;-455.1;21.3;-2.6;1.7
2005;164;38977406;9.59;-1.74;8.29;-4.47;-27.83;101.83;-458.8;18.0;-17.1;2.0
2005;164;39066296;9.56;-1.96;8.02;-4.80;-30.19;103.73;-459.5;40.3;-12.8;1.5
2005;164;39160515;9.50;-2.05;7.72;-5.13;-32.71;104.84;-461.4;36.0;-14.4;1.4
2005;164;39259289;9.53;-2.11;7.97;-4.79;-30.18;104.84;-461.8;34.8;-14.9;1.4
2005;164;39356406;9.50;-2.09;8.09;-4.52;-28.38;104.50;-461.1;28.1;-12.6;1.5
2005;164;39453664;9.52;-2.24;8.04;-4.57;-28.73;105.58;-461.0;28.7;-10.3;1.4
2005;164;39549542;9.46;-2.46;7.28;-5.47;-35.44;108.65;-461.2;33.8;-8.0;1.5
2005;164;39649699;9.43;-2.14;7.43;-5.39;-34.84;106.04;-464.7;24.2;-3.8;1.5
2005;164;39740875;9.44;-2.37;7.46;-5.26;-33.88;107.65;-457.5;39.3;-13.9;1.5
2005;164;39841312;9.43;-2.11;7.15;-5.76;-37.71;106.47;-460.2;32.0;-18.8;1.4
2005;164;39949906;9.45;-2.25;7.40;-5.41;-34.97;106.90;-458.6;24.0;-20.7;2.1
2005;164;40041765;9.41;-2.12;6.96;-5.95;-39.27;106.94;-466.1;44.6;-5.1;1.4
2005;164;40134605;9.43;-2.00;7.07;-5.91;-38.81;105.78;-463.8;32.3;-2.5;1.5
2005;164;40522113;9.46;-2.21;8.20;-4.17;-26.15;105.07;-460.4;11.0;-0.5;1.4
2005;164;40619230;9.44;-2.22;8.22;-4.06;-25.48;105.12;-454.9;18.6;5.9;1.5
2005;164;40716628;9.40;-2.53;7.72;-4.72;-30.16;108.13;-460.0;7.0;-0.8;1.5
2005;164;40816035;9.29;-3.38;7.11;-4.93;-32.07;115.46;-465.8;34.0;-17.8;2.6
2005;164;40924675;9.09;-3.50;7.05;-4.48;-29.63;116.37;-465.7;23.4;-9.7;1.8
2005;164;41007574;9.06;-3.36;7.11;-4.47;-29.65;115.31;-449.7;0.3;-14.5;2.4
2005;164;41102617;9.26;-2.27;8.03;-3.99;-25.58;105.78;-458.8;9.7;-11.1;1.7
2005;164;41202089;9.16;-2.08;8.10;-3.75;-24.17;104.42;-461.7;15.9;-17.1;2.6
2005;164;41297132;9.16;-1.90;8.29;-3.39;-21.75;102.91;-461.2;-0.3;-8.3;1.8
2005;164;41396605;9.06;-2.02;8.20;-3.28;-21.22;103.82;-465.0;12.1;-21.7;1.8
2005;164;41491644;9.06;-2.37;7.92;-3.70;-24.12;106.67;-462.6;9.0;-29.6;1.8
2005;164;41588902;9.15;-2.30;8.05;-3.63;-23.46;105.94;-462.5;9.4;-25.9;1.7
2005;164;41686160;9.30;-2.20;8.11;-3.98;-25.33;105.18;-462.4;-6.4;-10.5;1.5
2005;164;41791644;9.28;-2.11;8.26;-3.63;-23.08;104.34;-457.4;-7.0;-15.8;1.8
2005;164;41894351;9.22;-2.14;8.15;-3.70;-23.74;104.69;-457.2;-9.1;-10.0;1.8
2005;164;41984011;9.09;-2.07;7.87;-4.05;-26.45;104.73;-458.6;-8.7;-0.0;2.1
2005;164;42080441;8.88;-2.17;7.61;-3.84;-25.89;105.89;-452.3;2.5;-14.7;2.9
2005;164;42178523;8.94;-1.76;7.52;-4.50;-30.22;103.16;-472.4;31.6;-9.1;1.8
2005;164;42269703;9.06;-2.38;7.90;-3.72;-24.28;106.75;-465.5;18.4;-18.7;1.6
2005;164;42368480;9.05;-2.12;7.88;-3.92;-25.70;105.04;-468.7;17.7;-12.4;1.6
2005;164;42467257;8.99;-2.05;7.85;-3.87;-25.51;104.60;-469.5;6.8;-9.4;1.6
2005;164;42564515;8.97;-1.66;7.91;-3.87;-25.57;101.82;-474.6;3.0;-3.1;1.7
2005;164;42660945;8.46;-2.93;6.37;-4.44;-32.37;114.72;-471.7;15.7;-19.2;3.3
2005;164;42763585;7.83;-3.23;5.37;-4.56;-36.05;121.01;-466.2;-8.5;-18.3;3.6
2005;164;42868441;7.80;-3.61;5.16;-4.59;-36.09;125.02;-468.8;-20.9;-10.3;3.1
2005;164;42957925;7.84;-3.28;5.38;-4.55;-35.85;121.37;-468.6;5.0;-20.8;3.7
2005;164;43049105;7.99;-3.29;6.14;-3.92;-29.36;118.16;-468.0;6.3;-24.2;3.6
2005;164;43143531;8.24;-3.21;6.53;-3.84;-27.81;116.19;-466.5;-2.5;-24.5;2.9
2005;164;43247527;8.54;-3.08;7.42;-2.75;-18.89;112.52;-471.1;7.5;-20.2;2.6
2005;164;43341746;8.64;-3.41;7.49;-2.63;-17.73;114.48;-479.9;23.9;-6.5;2.7
2005;164;43442042;8.59;-3.42;7.48;-2.47;-16.71;114.59;-477.2;23.1;-28.0;2.7
2005;164;43535601;8.64;-3.79;7.29;-2.64;-17.81;117.47;-478.3;10.4;-20.1;2.4
2005;164;43636558;8.50;-3.85;6.89;-3.10;-21.42;119.21;-474.3;29.8;-26.1;2.7
2005;164;43729253;8.46;-3.92;6.66;-3.41;-23.79;120.48;-471.4;18.7;-6.4;2.5
2005;164;43842425;8.38;-3.92;6.50;-3.42;-24.27;121.07;-476.8;25.9;-31.6;2.4
2005;164;43934410;8.19;-3.29;7.33;-1.50;-10.58;114.18;-470.3;8.4;-27.4;3.1
2005;164;44021851;8.03;-3.56;6.51;-2.97;-21.84;118.66;-468.6;7.0;-24.7;3.0
2005;164;44119109;7.82;-3.58;5.93;-3.39;-26.07;121.10;-473.4;5.6;-18.4;3.1
2005;164;44216367;7.62;-3.02;5.57;-4.02;-32.37;118.49;-474.6;27.7;4.5;3.0
2005;164;44316519;7.40;-3.37;5.43;-3.67;-29.85;121.80;-473.8;37.0;-13.5;3.2
2005;164;44415296;7.48;-3.52;5.72;-3.14;-25.02;121.63;-473.9;51.3;-8.8;3.2
2005;164;44509515;7.45;-3.83;5.79;-2.67;-20.99;123.50;-479.9;46.6;-26.5;2.9
2005;164;44603910;7.50;-4.39;5.21;-2.99;-23.73;130.12;-477.7;8.0;-33.4;3.5
2005;164;44699613;7.67;-4.85;4.81;-3.13;-24.59;135.22;-478.0;7.1;-8.8;2.5
2005;164;44810507;7.06;-1.54;6.11;-3.08;-26.07;104.13;-474.9;-9.2;-16.3;3.5
2005;164;44898683;6.91;-0.56;6.02;-3.34;-28.91;95.34;-484.2;7.9;-10.7;3.5
2005;164;44998980;6.97;-0.73;6.09;-3.23;-27.78;96.79;-483.8;-3.4;-9.9;3.5
2005;164;45096238;6.92;-0.05;6.10;-3.21;-27.74;90.50;-488.8;17.1;-22.9;2.9
2005;164;45188937;6.90;-0.87;6.25;-2.79;-23.86;97.97;-482.2;-8.4;-15.3;3.6
2005;164;45289859;7.03;-0.86;6.42;-2.69;-22.56;97.61;-482.3;-2.5;-22.3;3.5
2005;164;45387117;7.02;-1.07;6.60;-2.03;-16.90;99.24;-477.7;4.6;-27.5;3.7
2005;164;45485265;7.07;-0.22;6.69;-2.25;-18.58;91.87;-493.2;-1.7;-5.4;2.8
2005;164;45581003;7.03;0.30;6.68;-2.15;-17.83;87.44;-490.1;-5.1;-19.7;3.3
2005;164;45678957;7.06;-0.41;6.55;-2.50;-20.87;93.55;-487.6;-18.1;-17.1;3.2
2005;164;45787675;6.92;-1.68;6.34;-1.74;-14.88;104.82;-477.5;11.8;-37.5;3.6
2005;164;45869738;6.80;-2.35;6.05;-2.01;-17.18;111.20;-471.4;7.1;-28.1;3.7
2005;164;45971554;6.88;-0.35;6.47;-2.01;-17.19;93.12;-488.8;1.2;-30.2;3.2
2005;164;46065769;7.02;0.44;6.53;-2.38;-20.00;86.18;-490.0;2.5;-21.4;3.2
2005;164;46161507;7.01;-0.97;6.39;-2.62;-22.10;98.67;-476.7;-1.9;-19.5;3.0
2005;164;46264843;6.96;-0.23;6.44;-2.59;-21.93;92.07;-486.6;-1.4;-12.7;3.5
2005;164;46357542;6.86;-0.33;6.16;-2.98;-25.78;93.07;-484.6;10.0;-18.4;3.5
