Year;DOY;millisecs;B;Bx;By;Bz;Btheta;Bphi;Vx;Vy;Vz;Np
2005;163;55637222;21.51;8.78;-4.59;-19.09;-62.56;332.38;-509.2;63.0;41.8;15.7
2005;163;55734476;21.50;8.92;-4.76;-18.96;-61.93;331.93;-510.4;65.2;41.8;16.7
2005;163;55831734;21.56;9.20;-4.80;-18.89;-61.23;332.44;-511.0;65.0;37.4;17.6
2005;163;55942808;21.51;10.43;-5.62;-17.95;-56.57;331.66;-514.2;70.4;34.2;16.2
2005;163;56027054;21.53;10.61;-5.13;-18.01;-56.81;334.20;-515.4;65.3;31.5;18.5
2005;163;56121328;21.54;10.76;-4.56;-18.08;-57.12;337.06;-516.6;71.5;27.2;16.7
2005;163;56217726;21.50;9.77;-4.69;-18.56;-59.71;334.38;-509.5;62.6;42.2;16.7
2005;163;56318019;21.45;9.73;-4.85;-18.48;-59.53;333.51;-511.1;62.5;42.8;16.0
2005;163;56418316;21.43;9.59;-4.69;-18.57;-60.10;333.93;-509.9;64.2;40.7;15.2
2005;163;56515574;21.38;9.74;-4.33;-18.52;-60.08;336.03;-511.1;64.0;41.7;15.7
2005;163;56612832;21.36;9.78;-5.25;-18.23;-58.67;331.76;-513.9;70.7;27.6;15.4
2005;163;56710089;21.29;9.59;-4.61;-18.44;-60.01;334.32;-510.9;62.0;39.8;15.7
2005;163;56807347;21.26;9.31;-5.02;-18.43;-60.15;331.64;-510.3;69.2;44.3;15.5
2005;163;56918421;21.28;9.77;-4.54;-18.35;-59.58;335.06;-510.6;69.1;35.6;14.1
2005;163;57001859;21.24;9.38;-4.44;-18.53;-60.74;334.65;-509.9;63.9;39.4;13.3
2005;163;57099117;21.16;9.15;-4.00;-18.66;-61.84;336.39;-509.0;63.6;40.2;14.8
2005;163;57196374;21.12;9.43;-4.28;-18.41;-60.65;335.56;-509.4;63.6;38.6;13.6
2005;163;57293632;21.04;9.38;-4.13;-18.37;-60.83;336.25;-509.8;64.9;38.4;13.5
2005;163;57390890;20.99;9.02;-3.92;-18.54;-62.07;336.51;-509.5;64.2;38.6;13.3
2005;163;57489007;20.48;9.23;-5.41;-17.44;-58.47;329.62;-512.3;68.0;31.8;13.8
2005;163;57583164;20.54;8.30;-3.49;-18.41;-63.93;337.17;-502.5;57.2;30.9;14.3
2005;163;57682000;20.34;7.72;-2.14;-18.68;-66.79;344.49;-508.9;48.5;32.5;14.2
2005;163;57779257;20.16;7.66;-2.21;-18.51;-66.69;343.94;-507.3;50.1;34.8;15.5
2005;163;57890121;19.99;6.52;-1.94;-18.75;-70.05;343.46;-501.6;60.0;34.8;15.5
2005;163;57978332;20.06;7.58;-1.98;-18.42;-66.95;345.39;-503.4;54.3;30.0;19.6
2005;163;58069511;20.06;7.59;-2.50;-18.33;-66.45;341.79;-502.6;62.1;24.2;14.8
2005;163;58171253;20.10;7.12;-1.41;-18.74;-68.82;348.81;-502.7;58.7;29.6;14.6
2005;163;58267828;20.11;6.62;-1.31;-18.92;-70.38;348.83;-498.1;54.9;38.3;14.1
2005;163;58364320;20.08;6.84;-0.88;-18.84;-69.89;352.64;-502.7;50.1;28.9;14.5
2005;163;58461578;19.92;6.66;-0.70;-18.76;-70.35;354.03;-501.5;57.6;26.5;15.9
2005;163;58555796;19.79;7.07;-1.12;-18.44;-68.79;351.02;-502.8;58.9;28.0;16.2
2005;163;58649945;19.67;6.45;0.32;-18.47;-70.74;2.86;-504.7;43.9;19.2;14.6
2005;163;58749558;19.83;5.28;0.52;-19.08;-74.45;5.59;-492.6;70.9;39.1;11.7
2005;163;58858863;19.81;5.67;-0.81;-18.95;-73.17;351.88;-496.6;54.3;27.9;11.3
2005;163;58947863;19.74;5.89;-0.85;-18.82;-72.44;351.82;-499.4;56.5;25.3;11.9
2005;163;59041222;19.61;5.54;-1.12;-18.77;-73.25;348.59;-495.1;58.1;32.0;12.8
2005;163;59139339;19.49;5.86;-1.25;-18.54;-72.09;347.94;-497.8;59.7;24.6;15.2
2005;163;59234359;19.31;5.97;-1.62;-18.28;-71.30;344.78;-495.6;61.2;32.0;15.4
2005;163;59332996;19.24;5.84;-1.72;-18.25;-71.54;343.57;-499.4;49.9;39.7;16.0
2005;163;59430250;19.21;5.80;-1.44;-18.26;-71.89;346.09;-495.9;56.4;32.9;13.8
2005;163;59527507;19.39;5.90;-1.41;-18.41;-71.77;346.55;-495.6;59.6;28.6;11.8
2005;163;59625625;19.40;6.05;-1.28;-18.38;-71.42;348.06;-499.3;60.3;20.9;11.9
2005;163;59718984;19.38;5.52;-1.09;-18.54;-73.11;348.82;-496.4;57.2;30.2;11.2
2005;163;59834476;19.32;4.86;-0.75;-18.68;-75.24;351.22;-494.6;53.1;28.4;12.0
2005;163;59921957;19.40;4.80;-0.90;-18.77;-75.41;349.44;-494.9;50.6;30.3;10.7
2005;163;60016171;19.42;4.60;-0.94;-18.84;-76.02;348.41;-494.0;47.9;29.0;11.4
2005;163;60113429;19.14;4.67;-1.90;-18.46;-74.74;337.89;-493.8;51.9;32.1;14.0
2005;163;60211347;19.09;4.95;-1.82;-18.35;-73.96;339.81;-495.5;59.2;32.9;13.5
2005;163;60307874;18.82;4.30;-1.02;-18.28;-76.40;346.72;-492.8;58.2;31.0;15.0
2005;163;60405859;18.76;4.69;-1.86;-18.06;-74.40;338.37;-495.3;71.8;36.3;15.1
2005;163;60503117;18.78;4.92;-2.20;-17.99;-73.34;335.94;-495.9;61.3;31.8;14.6
2005;163;60600375;18.72;4.68;-2.49;-17.96;-73.56;332.00;-495.0;62.3;32.5;14.1
2005;163;60696253;18.67;4.09;-3.54;-17.85;-73.13;319.13;-488.1;75.1;22.7;14.8
2005;163;60807042;18.21;4.71;-1.62;-17.51;-74.13;340.96;-494.2;56.4;27.7;16.6
2005;163;60892945;18.38;4.58;-1.52;-17.70;-74.75;341.64;-487.4;58.7;30.3;16.7
2005;163;60989402;18.56;4.89;-1.58;-17.83;-73.93;342.09;-493.4;61.1;37.5;12.5
2005;163;61086765;17.87;4.52;-1.23;-17.23;-74.80;344.79;-497.0;52.7;34.9;19.6
2005;163;61184703;17.68;4.75;-0.63;-17.01;-74.26;352.48;-499.2;52.0;29.1;18.5
2005;163;61280511;17.40;4.32;-0.35;-16.85;-75.58;355.40;-495.6;51.2;29.2;20.8
2005;163;61377769;17.42;3.61;-0.92;-17.01;-77.64;345.77;-494.5;49.8;29.5;20.7
2005;163;61474953;17.47;3.72;-0.54;-17.05;-77.57;351.79;-496.0;54.9;27.0;21.7
2005;163;61572281;17.47;2.63;-0.79;-17.23;-80.94;343.31;-487.7;53.1;28.3;21.4
2005;163;61668019;17.53;3.10;-1.21;-17.20;-79.04;338.74;-488.6;55.3;24.1;19.0
2005;163;61778234;17.62;3.41;-0.86;-17.26;-78.49;345.89;-490.6;53.9;25.5;17.6
2005;163;61867855;17.58;3.70;-0.10;-17.18;-77.84;358.51;-494.1;69.7;33.9;17.5
2005;163;61958199;17.48;3.53;-0.03;-17.12;-78.36;359.57;-496.4;48.3;27.7;18.9
2005;163;62055453;17.37;3.39;-0.03;-17.03;-78.75;359.57;-494.8;53.9;23.1;19.4
2005;163;62152710;17.42;3.33;-0.05;-17.08;-78.96;359.09;-493.2;57.5;23.2;17.4
2005;163;62249968;17.65;3.06;0.14;-17.38;-80.01;2.60;-493.9;57.4;22.8;16.1
2005;163;62345777;17.31;2.70;-0.12;-17.08;-81.02;357.50;-493.3;54.4;20.1;21.8
2005;163;62442960;17.42;2.86;-0.04;-17.18;-80.56;359.13;-493.7;56.1;22.5;17.9
2005;163;62543257;17.48;3.75;0.64;-17.05;-77.44;9.66;-498.5;53.2;22.3;17.8
2005;163;62637472;17.50;4.52;0.57;-16.89;-74.89;7.17;-503.2;48.0;16.3;16.6
2005;163;62749925;17.22;2.92;0.55;-16.94;-80.06;10.67;-497.6;51.9;20.0;17.4
2005;163;62835027;17.09;2.61;0.47;-16.88;-81.06;10.21;-495.2;50.2;21.8;19.9
2005;163;62929246;17.08;1.10;0.63;-17.01;-85.74;29.77;-487.9;48.6;19.6;20.9
2005;163;63026500;17.05;0.09;0.53;-17.03;-88.19;80.02;-486.2;50.6;20.2;17.7
2005;163;63125277;17.12;-0.37;0.95;-17.06;-86.59;111.43;-480.1;51.0;22.1;16.2
2005;163;63227089;17.03;-0.93;1.30;-16.95;-84.61;125.40;-483.2;50.2;19.9;18.7
2005;163;63324347;17.11;-0.91;1.46;-17.03;-84.24;121.94;-483.6;48.9;19.6;18.2
2005;163;63421605;17.23;-1.03;1.59;-17.13;-83.70;123.09;-483.5;48.0;19.5;17.2
2005;163;63518859;17.14;-0.58;1.16;-17.09;-85.65;116.65;-487.3;52.4;19.1;19.1
2005;163;63613078;17.23;-0.13;1.29;-17.18;-85.68;95.61;-487.1;50.0;17.5;17.4
2005;163;63723328;17.33;0.11;1.41;-17.27;-85.33;85.58;-487.2;51.6;16.9;16.5
2005;163;63810628;17.31;0.09;1.31;-17.26;-85.67;85.87;-487.5;51.0;17.2;16.8
2005;163;63904847;17.27;0.69;1.31;-17.20;-85.07;62.17;-489.3;51.1;16.0;16.9
2005;163;64002101;17.25;0.70;1.56;-17.16;-84.29;65.82;-489.1;47.4;16.2;16.6
2005;163;64099359;17.19;0.58;1.42;-17.12;-84.88;67.69;-488.8;44.4;17.0;16.3
2005;163;64196617;17.16;0.42;1.10;-17.11;-86.07;69.25;-486.9;50.8;14.5;17.6
2005;163;64293871;17.42;0.38;1.80;-17.30;-83.91;77.98;-486.2;47.2;15.9;15.2
2005;163;64391128;17.68;1.62;0.91;-17.56;-83.98;29.34;-488.8;47.1;18.1;11.3
2005;163;64488382;17.65;1.46;1.11;-17.55;-84.03;37.17;-488.0;44.4;18.4;11.8
2005;163;64585640;17.70;1.62;1.04;-17.59;-83.76;32.89;-487.9;47.4;19.7;10.9
2005;163;64695886;17.68;1.63;1.41;-17.52;-82.99;40.84;-487.1;46.4;20.2;10.6
2005;163;64783191;17.62;1.49;1.54;-17.49;-83.02;45.81;-487.7;45.5;18.0;10.4
2005;163;64877410;17.60;1.20;1.45;-17.48;-83.86;50.24;-490.1;47.9;18.5;11.5
2005;163;64974664;17.57;0.68;2.08;-17.38;-82.83;71.81;-488.5;47.9;18.5;10.9
2005;163;65071921;17.58;0.48;2.86;-17.33;-80.51;80.48;-492.4;44.3;17.9;10.7
2005;163;65169871;17.64;1.91;1.54;-17.42;-81.99;38.93;-496.6;46.7;13.3;9.9
2005;163;65269472;17.61;2.05;2.07;-17.35;-80.45;45.22;-503.8;47.1;20.2;10.8
2005;163;65360664;17.60;1.77;2.15;-17.36;-80.88;50.50;-501.8;50.3;17.6;10.6
2005;163;65455562;17.57;1.87;1.58;-17.38;-81.98;40.12;-497.1;49.3;12.9;11.6
2005;163;65558202;17.55;3.00;0.64;-17.27;-79.93;12.08;-506.2;51.3;18.1;10.8
2005;163;65667617;17.40;3.89;-0.51;-16.94;-76.95;352.49;-506.8;52.7;15.0;10.9
2005;163;65750367;17.36;4.38;-0.83;-16.75;-75.09;349.32;-511.1;57.0;7.0;12.4
2005;163;65846998;17.34;4.33;-1.02;-16.76;-75.14;346.73;-506.8;59.1;12.5;11.7
2005;163;65944257;17.32;4.16;-0.84;-16.79;-75.82;348.57;-506.2;59.6;13.0;11.7
2005;163;66041515;17.28;4.11;-1.48;-16.72;-75.36;340.14;-504.8;60.3;14.0;12.1
2005;163;66139577;17.22;4.16;-1.03;-16.67;-75.60;346.09;-508.9;63.0;12.8;11.9
2005;163;66236023;17.21;3.74;-0.27;-16.78;-77.42;355.89;-504.1;61.0;18.5;11.5
2005;163;66333281;17.16;3.57;0.96;-16.76;-77.57;15.03;-502.6;55.1;20.2;11.2
2005;163;66430539;17.18;3.05;1.13;-16.84;-79.07;20.31;-503.5;57.6;17.4;10.4
2005;163;66527725;17.12;2.13;1.47;-16.91;-81.30;34.51;-500.9;55.0;19.0;10.4
2005;163;66641046;17.09;1.51;1.98;-16.91;-81.64;52.61;-494.2;53.9;20.3;11.4
2005;163;66729827;17.17;1.74;2.41;-16.90;-80.03;54.20;-498.9;53.0;19.7;9.4
2005;163;66824742;17.33;1.54;4.96;-16.52;-72.53;72.73;-500.3;35.6;15.3;9.1
2005;163;66922007;17.33;0.92;4.90;-16.59;-73.27;79.31;-500.2;38.1;14.7;7.9
2005;163;67020100;17.16;1.04;4.52;-16.49;-74.28;77.01;-498.7;42.5;21.2;10.7
2005;163;67114296;17.18;1.71;4.48;-16.49;-73.79;69.13;-503.1;45.4;20.7;9.3
2005;163;67211890;17.14;1.80;2.85;-16.79;-78.63;57.73;-505.2;30.1;20.8;9.8
2005;163;67306960;17.02;1.13;2.45;-16.79;-80.87;65.28;-494.6;77.2;19.3;10.1
2005;163;67407585;16.99;0.78;3.03;-16.69;-79.37;75.51;-497.6;50.0;20.1;11.4
2005;163;67503328;17.08;0.44;3.50;-16.70;-78.09;82.76;-495.2;46.9;23.0;9.9
2005;163;67613570;17.03;0.61;4.14;-16.45;-75.74;81.66;-496.3;40.1;21.4;9.3
2005;163;67700874;16.88;0.59;3.38;-16.44;-78.19;80.05;-494.3;46.3;19.2;9.6
2005;163;67795093;16.98;0.33;4.50;-16.32;-74.55;85.76;-496.1;40.4;15.9;10.1
2005;163;67892351;16.95;-0.30;5.12;-16.15;-72.39;93.33;-490.7;41.9;22.1;9.6
2005;163;67991117;16.96;1.06;3.87;-16.35;-76.21;74.72;-501.1;52.8;17.2;10.6
2005;163;68089898;16.95;2.45;2.36;-16.55;-78.37;43.94;-501.1;50.9;21.8;11.2
2005;163;68185703;16.91;3.81;1.17;-16.42;-76.34;17.13;-513.8;50.8;17.9;10.6
2005;163;68281375;16.87;3.11;0.87;-16.53;-78.95;15.62;-507.4;51.8;21.7;11.6
2005;163;68378632;16.80;2.41;1.61;-16.54;-80.04;33.75;-505.0;50.8;19.8;10.9
2005;163;68475882;16.77;2.04;1.65;-16.56;-80.99;38.91;-506.5;54.3;27.0;11.8
2005;163;68588335;16.81;1.46;2.52;-16.55;-80.02;59.91;-504.6;51.1;26.3;10.6
2005;163;68670398;16.72;1.49;2.43;-16.48;-80.17;58.44;-504.3;48.8;26.6;11.6
2005;163;68764609;16.72;1.13;2.84;-16.44;-79.47;68.37;-503.4;46.2;26.3;11.1
2005;163;68861867;16.75;0.77;3.25;-16.40;-78.48;76.70;-503.1;41.6;25.3;11.3
2005;163;68959124;16.75;0.97;3.64;-16.31;-76.98;75.10;-503.1;44.2;25.2;11.1
2005;163;69056382;16.65;0.75;3.90;-16.17;-76.19;79.09;-501.6;44.3;26.2;11.3
2005;163;69156679;16.60;0.71;3.99;-16.09;-75.84;79.88;-500.8;41.0;23.6;11.2
2005;163;69253249;16.61;0.26;4.17;-16.07;-75.42;86.50;-498.4;42.7;28.5;9.8
2005;163;69348984;16.61;0.27;4.83;-15.88;-73.05;86.77;-497.9;34.4;23.7;10.0
2005;163;69445406;16.51;-0.05;4.89;-15.75;-72.77;90.57;-494.7;41.5;26.5;10.2
2005;163;69557179;16.45;0.37;5.22;-15.60;-71.44;85.97;-499.0;37.4;27.5;9.8
2005;163;69645320;16.44;0.39;5.11;-15.62;-71.82;85.65;-498.9;40.0;30.3;9.6
2005;163;69739531;16.33;0.27;5.40;-15.40;-70.66;87.17;-499.2;38.1;31.3;9.3
2005;163;69893700;16.27;0.14;5.50;-15.30;-70.21;88.59;NaN;NaN;NaN;NaN
2005;163;70035039;16.47;0.01;5.45;-15.53;-70.66;89.93;-498.7;40.1;20.5;8.2
2005;163;70132273;16.44;-0.13;5.48;-15.48;-70.50;91.34;-502.9;46.6;18.1;6.9
2005;163;70224968;16.46;0.46;5.24;-15.59;-71.35;84.96;-503.6;48.9;18.4;7.5
2005;163;70323750;16.46;0.48;5.46;-15.52;-70.56;84.98;-506.5;45.3;22.4;7.8
2005;163;70421023;16.45;-0.06;5.56;-15.48;-70.23;90.64;-501.3;48.2;20.0;7.4
2005;163;70533460;16.48;-0.34;6.06;-15.32;-68.39;93.21;-500.8;41.1;19.9;7.1
2005;163;70621601;16.47;-0.57;6.20;-15.24;-67.77;95.26;-505.0;36.6;25.5;6.8
2005;163;70710429;16.54;-0.82;6.14;-15.31;-67.97;97.60;-497.2;43.1;11.7;5.6
2005;163;70811546;16.60;0.99;4.73;-15.88;-73.08;78.20;-500.1;52.1;17.3;5.2
2005;163;70910328;16.34;0.74;5.89;-15.21;-68.68;82.81;-503.4;47.7;23.0;5.9
2005;163;71007585;16.31;0.65;6.48;-14.95;-66.48;84.24;-503.7;46.9;20.5;5.5
2005;163;71098765;16.08;1.08;5.45;-15.07;-69.75;78.76;-504.2;48.8;15.4;4.8
2005;163;71196015;16.15;0.77;5.49;-15.16;-69.93;82.03;-502.8;59.3;24.0;4.8
2005;163;71293273;16.35;0.52;5.91;-15.24;-68.72;85.00;-501.4;47.7;18.2;5.5
2005;163;71389007;16.41;0.34;6.31;-15.14;-67.35;86.89;-499.1;53.1;16.2;5.5
2005;163;71500781;16.30;0.16;6.50;-14.95;-66.48;88.57;-495.7;41.1;19.4;5.9
2005;163;71588085;16.34;0.08;6.66;-14.92;-65.93;89.30;-495.1;43.7;19.1;5.9
2005;163;71683000;16.36;0.29;6.49;-15.01;-66.59;87.44;-499.2;43.9;10.3;5.4
2005;163;71780250;16.37;0.53;6.18;-15.15;-67.72;85.08;-496.9;44.3;8.6;5.7
2005;163;71876812;16.41;0.62;6.21;-15.17;-67.65;84.34;-494.0;42.3;20.0;6.0
2005;163;71974070;16.43;0.59;6.10;-15.25;-68.12;84.48;-495.4;36.1;19.7;6.5
2005;163;72072164;16.28;0.35;6.68;-14.81;-65.69;86.99;-497.1;35.6;18.1;6.1
2005;163;72169281;16.18;0.71;5.90;-15.04;-68.43;83.13;-497.6;43.0;6.3;6.6
2005;163;72266539;16.28;0.88;5.67;-15.24;-69.36;81.14;-497.9;43.9;6.0;5.8
2005;163;72363101;16.10;0.16;6.23;-14.84;-67.22;88.54;-492.6;43.4;11.3;6.7
2005;163;72473343;16.05;-0.21;6.52;-14.66;-66.01;91.88;-490.8;41.6;8.4;6.7
2005;163;72560648;15.93;0.17;6.02;-14.75;-67.77;88.38;-493.5;42.8;8.9;6.7
2005;163;72655562;16.07;0.55;6.69;-14.58;-65.27;85.32;-494.3;54.9;-0.1;6.1
2005;163;72752820;16.00;-0.03;7.13;-14.32;-63.53;90.25;-494.4;46.1;4.8;6.6
2005;163;72850078;16.04;-0.11;7.03;-14.41;-63.98;90.91;-494.0;49.4;5.5;6.2
2005;163;72947335;16.10;0.14;6.53;-14.71;-66.06;88.81;-495.0;46.5;6.7;6.3
2005;163;73041546;16.11;0.34;5.50;-15.13;-69.97;86.48;-497.4;49.5;7.7;6.8
2005;163;73135765;16.15;0.45;4.52;-15.49;-73.64;84.26;-498.6;35.6;16.6;7.1
2005;163;73236882;16.22;1.03;3.85;-15.72;-75.78;75.05;-499.4;47.5;13.6;6.7
2005;163;73333320;16.17;-0.50;5.92;-14.91;-68.27;94.79;-496.8;39.6;-2.5;7.5
2005;163;73447296;16.16;-0.48;5.76;-15.07;-69.02;94.73;-498.1;48.9;-9.1;8.6
2005;163;73530195;16.15;-0.30;4.89;-15.37;-72.34;93.51;-496.9;58.4;-8.6;6.9
2005;163;73628171;16.07;0.57;3.79;-15.58;-76.18;81.46;-505.7;56.3;0.4;8.2
2005;163;73723867;16.04;1.38;2.74;-15.72;-78.96;63.36;-503.4;57.7;13.3;9.0
2005;163;73819601;16.01;0.54;4.02;-15.48;-75.30;82.33;-499.8;51.2;3.8;7.6
2005;163;73916898;15.89;0.62;2.93;-15.60;-79.15;78.09;-498.8;57.8;1.1;7.1
2005;163;74016531;15.78;0.98;2.33;-15.57;-80.76;67.12;-502.6;58.7;2.2;8.0
2005;163;74112898;15.69;1.43;2.57;-15.37;-79.17;60.80;-503.4;49.6;-6.6;8.8
2005;163;74211710;15.78;1.41;3.46;-15.31;-76.28;67.79;-508.9;57.5;4.2;7.5
2005;163;74302882;15.75;1.28;3.73;-15.24;-75.49;71.11;-501.0;51.5;3.4;7.3
2005;163;74419898;15.73;2.25;3.44;-15.16;-74.84;56.78;-516.0;60.7;4.4;7.2
2005;163;74501218;15.67;1.07;3.60;-15.17;-76.11;73.36;-502.1;44.8;7.5;7.9
2005;163;74598546;15.61;1.37;3.70;-15.11;-75.38;69.69;-503.3;57.2;-1.4;7.6
2005;163;74695804;15.63;1.05;4.14;-15.03;-74.13;75.78;-503.7;50.6;4.0;6.4
2005;163;74792171;15.62;0.58;4.64;-14.90;-72.58;82.84;-501.0;52.1;3.1;7.0
2005;163;74892507;15.63;1.73;3.10;-15.14;-76.80;60.81;-510.0;63.3;4.9;6.7
2005;163;74983648;15.64;1.63;3.67;-15.12;-75.12;66.04;-500.7;54.2;-6.3;7.0
2005;163;75083945;15.59;0.85;4.36;-14.94;-73.45;78.97;-500.2;55.0;-1.2;6.3
2005;163;75181242;15.59;0.64;4.39;-14.95;-73.48;81.68;-498.4;57.0;-1.1;6.4
2005;163;75278492;15.64;0.55;4.57;-14.94;-72.87;83.19;-500.0;55.6;4.5;5.7
2005;163;75392429;15.63;0.56;4.75;-14.88;-72.17;83.31;-497.9;48.7;3.8;5.8
2005;163;75479046;15.65;0.35;5.01;-14.82;-71.28;86.02;-493.3;44.6;0.6;5.9
2005;163;75573265;15.67;0.47;5.07;-14.81;-71.05;84.71;-496.6;49.2;-2.5;5.7
2005;163;75665960;15.67;0.20;5.22;-14.77;-70.52;87.77;-495.3;48.3;-2.4;5.1
2005;163;75767781;15.74;0.61;5.25;-14.83;-70.39;83.35;-493.3;41.5;-0.5;4.8
2005;163;75865039;15.78;0.65;5.22;-14.88;-70.54;82.84;-493.6;37.8;1.9;4.1
2005;163;75960781;15.83;-0.13;5.83;-14.72;-68.39;91.30;-490.2;34.8;-4.8;4.3
2005;163;76058031;15.84;-1.17;6.35;-14.46;-65.93;100.45;-485.9;31.7;-6.4;4.1
2005;163;76155289;15.76;-1.31;6.28;-14.39;-65.97;101.77;-487.6;33.7;-12.1;4.5
2005;163;76253382;15.66;-0.71;5.99;-14.45;-67.33;96.79;-490.7;39.6;-14.9;6.0
2005;163;76364999;15.68;-0.30;5.67;-14.61;-68.76;93.03;-492.7;40.9;-6.2;4.6
2005;163;76447882;15.74;-0.50;5.44;-14.76;-69.70;95.25;-492.0;40.4;3.2;4.2
2005;163;76541281;15.77;-0.74;5.21;-14.86;-70.49;98.06;-487.8;38.1;-4.9;4.2
2005;163;76638539;15.74;-1.21;5.24;-14.76;-69.97;103.00;-489.4;51.2;-16.7;4.0
2005;163;76737312;15.82;-1.48;5.50;-14.76;-68.91;105.04;-481.7;46.2;0.5;4.3
2005;163;76834570;15.78;-1.02;5.18;-14.87;-70.45;101.13;-482.2;47.9;-1.8;4.9
2005;163;76934898;15.64;-0.35;4.24;-15.04;-74.19;94.78;-492.6;53.9;0.8;4.5
2005;163;77034476;15.24;1.57;2.11;-15.00;-80.04;53.29;-493.5;58.5;-15.5;5.6
2005;163;77126375;15.23;1.01;1.68;-15.09;-82.60;59.07;-491.9;60.5;-12.7;5.7
2005;163;77226843;15.15;1.61;0.59;-15.03;-83.50;20.29;-496.0;67.9;-27.0;7.1
2005;163;77337781;15.13;1.71;0.14;-15.03;-83.49;4.71;-495.7;69.9;-24.7;6.1
2005;163;77419664;15.08;1.67;0.54;-14.98;-83.34;17.91;-496.7;67.9;-36.8;6.0
2005;163;77514687;15.02;1.63;0.56;-14.92;-83.40;18.92;-492.1;70.2;-41.6;6.8
2005;163;77611945;15.08;1.72;0.82;-14.96;-82.75;25.43;-492.1;67.6;-41.2;6.4
2005;163;77709195;15.04;1.67;0.79;-14.92;-82.95;25.32;-491.9;68.0;-39.6;6.6
2005;163;77806523;15.04;1.48;0.88;-14.94;-83.43;30.68;-489.8;67.1;-41.7;7.1
2005;163;77904601;15.19;1.48;1.35;-15.05;-82.42;42.36;-498.2;60.5;-19.0;5.6
2005;163;78001687;15.19;1.50;1.49;-15.03;-82.01;44.81;-494.4;66.0;-18.4;5.8
2005;163;78098945;15.24;1.21;1.96;-15.06;-81.30;58.29;-495.5;63.0;-16.0;5.8
2005;163;78196203;15.29;1.15;1.34;-15.18;-83.38;49.30;-492.3;64.3;-16.5;5.5
2005;163;78308656;15.22;0.28;3.10;-14.88;-78.19;84.89;-485.8;55.0;-18.4;5.9
2005;163;78396078;15.27;0.86;2.20;-15.08;-81.12;68.66;-489.6;69.7;-41.5;4.6
2005;163;78487257;15.36;0.96;2.03;-15.19;-81.60;64.80;-490.4;67.3;-39.7;4.6
2005;163;78585234;15.40;1.15;2.18;-15.20;-80.78;62.31;-490.8;69.5;-38.7;3.8
2005;163;78682484;15.37;0.83;2.72;-15.10;-79.34;73.02;-494.2;67.4;-28.3;5.3
2005;163;78779742;15.46;0.67;2.96;-15.15;-78.67;77.34;-491.7;62.3;-27.5;4.3
2005;163;78875476;15.45;0.95;2.73;-15.18;-79.20;70.84;-490.6;64.1;-36.0;4.7
2005;163;78972734;15.32;1.26;2.47;-15.06;-79.57;63.03;-492.5;64.1;-32.3;5.4
2005;163;79069992;15.15;0.78;3.21;-14.76;-77.37;76.35;-489.0;60.5;-28.8;5.2
2005;163;79167249;15.16;1.21;3.46;-14.70;-76.00;70.70;-493.1;56.7;-28.3;5.6
2005;163;79281226;15.15;0.40;3.58;-14.71;-76.23;83.61;-486.0;58.8;-28.7;6.0
2005;163;79367843;15.21;0.41;3.74;-14.72;-75.68;83.75;-486.1;54.1;-33.6;6.9
2005;163;79459023;15.33;0.44;3.93;-14.80;-75.04;83.61;-488.4;55.9;-33.4;5.6
2005;163;79556273;15.40;-0.02;4.77;-14.64;-71.95;90.23;-487.9;55.0;-25.3;4.6
2005;163;79656539;15.42;0.20;4.56;-14.72;-72.76;87.44;-486.1;52.8;-30.3;5.2
2005;163;79753796;15.44;0.27;4.47;-14.77;-73.12;86.58;-484.2;46.1;-28.0;5.4
2005;163;79848046;15.50;0.45;4.52;-14.81;-72.94;84.26;-486.0;54.2;-29.7;4.7
2005;163;79945273;15.48;0.60;4.65;-14.75;-72.38;82.63;-487.5;51.8;-29.9;5.7
2005;163;80039484;15.45;0.44;4.44;-14.79;-73.21;84.32;-484.2;54.0;-30.6;6.3
2005;163;80138265;15.52;-0.09;5.40;-14.52;-69.59;91.00;-476.3;37.8;-34.1;6.1
2005;163;80252242;15.63;-0.88;6.70;-14.08;-64.35;97.45;-472.8;34.3;-32.8;5.8
2005;163;80338859;15.61;-0.12;5.68;-14.52;-68.63;91.21;-479.6;40.2;-33.6;6.7
2005;163;80434601;15.61;0.21;5.23;-14.64;-70.33;87.71;-485.4;48.1;-27.0;6.1
2005;163;80528953;15.60;-0.93;7.35;-13.73;-61.67;97.18;-474.7;21.5;-34.1;5.9
2005;163;80626203;15.61;-0.66;6.96;-13.92;-63.34;95.45;-473.6;28.8;-41.3;5.7
2005;163;80726398;15.67;0.78;2.05;-15.46;-81.93;69.07;-484.4;61.8;-29.0;6.9
2005;163;80823624;15.68;1.39;3.78;-15.12;-75.09;69.81;-487.7;44.5;-25.9;6.4
2005;163;80918054;15.61;1.24;2.08;-15.24;-80.95;59.15;-485.0;73.5;-24.5;6.1
2005;163;81015132;15.67;1.14;3.12;-15.30;-77.75;70.02;-484.2;61.0;-28.6;6.0
2005;163;81115429;15.70;1.45;3.53;-15.21;-75.93;67.69;-487.4;58.9;-32.4;6.8
2005;163;81226367;15.72;1.77;4.23;-15.02;-73.03;67.29;-486.2;52.5;-19.0;5.6
2005;163;81312976;15.67;1.72;3.63;-15.07;-75.07;64.71;-484.1;60.8;-28.1;6.9
